Namespace,Hash,Function Name,Parameters,Return Type,Description
HUD,0xE124FA80A759019C,BEGIN_TEXT_COMMAND_CLEAR_PRINT,text:char*,void,"```
clears a print text command with this text  
```"
HUD,0x8509B634FBE7DA11,BEGIN_TEXT_COMMAND_DISPLAY_HELP,inputType:char*,void,"```
Used to be known as _SET_TEXT_COMPONENT_FORMAT  
```"
HUD,0x25FBB336DF1804CB,BEGIN_TEXT_COMMAND_DISPLAY_TEXT,text:char*,void,"```
The following were found in the decompiled script files:  
STRING, TWOSTRINGS, NUMBER, PERCENTAGE, FO_TWO_NUM, ESMINDOLLA, ESDOLLA, MTPHPER_XPNO, AHD_DIST, CMOD_STAT_0, CMOD_STAT_1, CMOD_STAT_2, CMOD_STAT_3, DFLT_MNU_OPT, F3A_TRAFDEST, ES_HELP_SOC3  
ESDOLLA   
ESMINDOLLA - cash (negative)  
Used to be known as _SET_TEXT_ENTRY  
```"
HUD,0x54CE8AC98E120CAB,_BEGIN_TEXT_COMMAND_GET_WIDTH,text:char*,void,"```
BEGIN_TEXT_COMMAND_*
Example:
_BEGIN_TEXT_COMMAND_GET_WIDTH(""NUMBER"");
ADD_TEXT_COMPONENT_FLOAT(69.420f, 2);
float width = _END_TEXT_COMMAND_GET_WIDTH(1);
```"
HUD,0x853648FD1063A213,BEGIN_TEXT_COMMAND_IS_MESSAGE_DISPLAYED,text:char*,void,"```
nothin doin.   
BOOL Message(char* text)  
	{  
BEGIN_TEXT_COMMAND_IS_MESSAGE_DISPLAYED(""STRING"");  
ADD_TEXT_COMPONENT_SUBSTRING_PLAYER_NAME(text);  
return END_TEXT_COMMAND_IS_MESSAGE_DISPLAYED();  
	}  
```"
HUD,0x0A24DA3A41B718F5,BEGIN_TEXT_COMMAND_IS_THIS_HELP_MESSAGE_BEING_DISPLAYED,labelName:char*,void,"```
BOOL IsContextActive(char *ctx)  
{  
	BEGIN_TEXT_COMMAND_IS_THIS_HELP_MESSAGE_BEING_DISPLAYED(ctx);  
	return END_TEXT_COMMAND_IS_THIS_HELP_MESSAGE_BEING_DISPLAYED(0);  
}  
```"
HUD,0x23D69E0465570028,_BEGIN_TEXT_COMMAND_OBJECTIVE,p0:char*,void,
HUD,0x521FB041D93DD0E4,_BEGIN_TEXT_COMMAND_LINE_COUNT,entry:char*,void,"```
get's line count  
int GetLineCount(char *text, float x, float y)  
	{  
_BEGIN_TEXT_COMMAND_LINE_COUNT(""STRING"");  
                ADD_TEXT_COMPONENT_SUBSTRING_PLAYER_NAME(text);  
return _END_TEXT_COMMAND_GET_LINE_COUNT(x, y);  
	}  
```"
HUD,0xB87A37EEB7FAA67D,BEGIN_TEXT_COMMAND_PRINT,GxtEntry:char*,void,"```
Used to be known as _SET_TEXT_ENTRY_2  
void ShowSubtitle(char *text)  
{  
	BEGIN_TEXT_COMMAND_PRINT(""STRING"");  
	ADD_TEXT_COMPONENT_SUBSTRING_PLAYER_NAME(text);  
	END_TEXT_COMMAND_PRINT(2000, 1);  
}  
```"
HUD,0x8F9EE5687F8EECCD,BEGIN_TEXT_COMMAND_OVERRIDE_BUTTON_TEXT,gxtEntry:char*,void,
HUD,0xF9113A30DE5C6670,BEGIN_TEXT_COMMAND_SET_BLIP_NAME,textLabel:char*,void,"Starts a text command to change the name of a blip displayed in the pause menu.

This should be paired with [`END_TEXT_COMMAND_SET_BLIP_NAME`](#\_0xBC38B49BCB83BC9B), once adding all required text components."
HUD,0xB2A592B04648A9CB,BUSYSPINNER_IS_DISPLAYING,,BOOL,
HUD,0x202709F4C58A0424,BEGIN_TEXT_COMMAND_THEFEED_POST,text:char*,void,"Declares the entry type of a notification, for example ""STRING"".
int ShowNotification(char \*text)
{
BEGIN_TEXT_COMMAND_THEFEED_POST(""STRING"");
ADD_TEXT_COMPONENT_SUBSTRING_PLAYER_NAME(text);
return \_DRAW_NOTIFICATION(1, 1);
}"
HUD,0x10D373323E5B9C0D,BUSYSPINNER_OFF,,void,"```
Removes the loading prompt at the bottom right of the screen.
```"
HUD,0xD422FCC5F239A915,BUSYSPINNER_IS_ON,,BOOL,
HUD,0x0772DF77852C2E30,CHANGE_FAKE_MP_CASH,"cash:int, bank:int",void,"```
Displays cash change notifications on HUD.  
```"
HUD,0x2A179DF17CCF04CD,CLEAR_ADDITIONAL_TEXT,"p0:int, p1:BOOL",void,
HUD,0xD12882D3FF82BF11,_CLEAR_ALL_BLIP_ROUTES,,void,Clears all active blip routes that have been set with [`SetBlipRoute`](#\_0x3E160C90).
HUD,0x6178F68A87A4D3A0,CLEAR_ALL_HELP_MESSAGES,,void,
HUD,0x9D292F73ADBD9313,CLEAR_BRIEF,,void,
HUD,0x21986729D6A3A830,CLEAR_GPS_FLAGS,,void,"```
Clears the GPS flags. Only the script that originally called SET_GPS_FLAGS can clear them.  
Doesn't seem like the flags are actually read by the game at all.  
```"
HUD,0x67EEDEA1B9BAFD94,CLEAR_GPS_MULTI_ROUTE,,void,Does the same as [`SET_GPS_MULTI_ROUTE_RENDER(false)`](https://runtime.fivem.net/doc/reference.html#\_0x3DDA37128DD1ACA8)
HUD,0x7792424AA0EAC32E,CLEAR_DYNAMIC_PAUSE_MENU_ERROR_MESSAGE,,void,
HUD,0xFF4FB7C8CDFA3DA7,CLEAR_GPS_PLAYER_WAYPOINT,,void,
HUD,0x50085246ABD3FEFA,CLEAR_FLOATING_HELP,"hudIndex:int, p1:BOOL",void,
HUD,0x7AA5B4CE533C858B,CLEAR_GPS_RACE_TRACK,,void,"```
Does the same as SET_RACE_TRACK_RENDER(false);
```"
HUD,0xE6DE0561D9232A64,CLEAR_GPS_CUSTOM_ROUTE,,void,
HUD,0xCC33FA791322B9D9,CLEAR_PRINTS,,void,
HUD,0x8DFCED7A656F8802,CLEAR_HELP,toggle:BOOL,void,
HUD,0xB57D8DD645CFA2CF,CLEAR_REMINDER_MESSAGE,,void,"**This native does absolutely nothing, just a nullsub**"
HUD,0x5E62BE5DC58E9E06,CLEAR_PED_IN_PAUSE_MENU,,void,
HUD,0x1AC8F4AD40E22127,_CLOSE_MULTIPLAYER_CHAT,,void,
HUD,0x2708FC083123F9FF,_CLEAR_RACE_GALLERY_BLIPS,,void,
HUD,0x2CEA2839313C09AC,CLEAR_SMALL_PRINTS,,void,
HUD,0xCF708001E1E536DD,CLEAR_THIS_PRINT,p0:char*,void,"```
p0: found arguments in the b617d scripts: pastebin.com/X5akCN7z  
```"
HUD,0xD2B32BE3FC1626C6,CLOSE_SOCIAL_CLUB_MENU,,void,
HUD,0x6DD05E9D83EFA4C9,CREATE_MP_GAMER_TAG_WITH_CREW_COLOR,"player:Player, username:char*, crewIsPrivate:BOOL, crewIsRockstar:BOOL, crewName:char*, crewRank:int, crewR:int, crewG:int, crewB:int",void,"Creates a gamer tag for the specified local player ID, automatically attached to the player's current ped.
The created gamer tag will have the same ID as the player. You can use [IS_MP_GAMER_TAG_ACTIVE](#\_0x4E929E7A5796FD26) to check if a gamer tag already exists for a player.
After the gamer tag is created, all components will be set as invisible. Use [SET_MP_GAMER_TAG_VISIBILITY](#\_0x63BB75ABEDC1F6A0) to change the visibility of individual components or [\_SET_MP_GAMER_TAG_VISIBILITY_ALL](#\_0xEE76FF7E6A0166B0) to set all of them at once.

To create a gamer tag for a ped that is not a player, see [CREATE_FAKE_MP_GAMER_TAG](#\_0xBFEFE3321A3F5015)."
HUD,0xBFEFE3321A3F5015,CREATE_FAKE_MP_GAMER_TAG,"ped:Ped, username:char*, crewIsPrivate:BOOL, crewIsRockstar:BOOL, crewName:char*, crewRank:int",int,"As per the name, this native creates a ""fake"" gamer tag that is attached to a specific ped.
Unlike ""real"" gamer tags, you cannot set the crew colour of these gamer tags.

To create gamer tags for actual players and for more gamer tag information, see [CREATE_MP_GAMER_TAG_WITH_CREW_COLOR](#\_0x6DD05E9D83EFA4C9)."
HUD,0x6D3465A73092F0E6,DISABLE_FRONTEND_THIS_FRAME,,void,
HUD,0x1DB21A44B09E8BA3,_DISABLE_MULTIPLAYER_CHAT,disable:BOOL,void,"If true is passed, the player won't be able to open the multiplayer chat"
HUD,0xA5E78BA2B1331C55,DISPLAY_AMMO_THIS_FRAME,display:BOOL,void,
HUD,0xD8E694757BCEA8E9,_DELETE_WAYPOINT,,void,
HUD,0x96DEC8D5430208B7,DISPLAY_CASH,display:BOOL,void,"```
""DISPLAY_CASH(true);"" makes the cash amount render on the screen when appropriate  
""DISPLAY_CASH(false);"" disables cash amount rendering  
```"
HUD,0x276B6CE369C33678,DISPLAY_AREA_NAME,toggle:BOOL,void,
HUD,0x960C9FF8F616E41C,DISPLAY_HELP_TEXT_THIS_FRAME,"message:char*, p1:BOOL",void,"```
The messages are localized strings.  
Examples:  
""No_bus_money""  
""Enter_bus""  
""Tour_help""  
""LETTERS_HELP2""  
""Dummy""  
**The bool appears to always be false (if it even is a bool, as it's represented by a zero)**  
--------  
p1 doesn't seem to make a difference, regardless of the state it's in.   
picture of where on the screen this is displayed?  
```"
HUD,0xA6294919E56FF02A,DISPLAY_HUD,toggle:BOOL,void,"```
If Hud should be displayed  
```"
HUD,0x7669F9E39DC17063,_DISPLAY_HUD_WHEN_DEAD_THIS_FRAME,,void,"Enables drawing some hud components, such as help labels, this frame, when the player is dead."
HUD,0x402F9ED62087E898,DISPLAY_HUD_WHEN_PAUSED_THIS_FRAME,,void,
HUD,0x82CEDC33687E1F50,DISPLAY_PLAYER_NAME_TAGS_ON_BLIPS,toggle:BOOL,void,"Toggles whether or not name labels are shown on the expanded minimap next to player blips, like in GTA:O.
Doesn't need to be called every frame.
Preview: https://i.imgur.com/DfqKWfJ.png
Make sure to call SET_BLIP_CATEGORY with index 7 for this to work on the desired blip."
HUD,0xA0EBB943C300E693,DISPLAY_RADAR,toggle:BOOL,void,"```
If Minimap / Radar should be displayed.
```"
HUD,0x73115226F4814E62,DISPLAY_SNIPER_SCOPE_THIS_FRAME,,void,"```
Displays the crosshair for this frame.  
```"
HUD,0xA6DB27D19ECBB7DA,DOES_BLIP_EXIST,blip:Blip,BOOL,
HUD,0x1C7302E725259789,DOES_TEXT_BLOCK_EXIST,gxt:char*,BOOL,
HUD,0xDD2238F57B977751,DOES_BLIP_HAVE_GPS_ROUTE,blip:Blip,BOOL,
HUD,0x15B8ECF844EE67ED,DOES_PED_HAVE_AI_BLIP,ped:Ped,BOOL,"```
Returns whether the ped's blip is controlled by the game.   
It's the default blip you can see on enemies during freeroam in singleplayer (the one that fades out quickly).  
```"
HUD,0x6D14BFDC33B34F55,DONT_TILT_MINIMAP_THIS_FRAME,,void,"```
When calling this, the current frame will have the players ""arrow icon"" be focused on the dead center of the radar.
```"
HUD,0xAC09CA973C564252,DOES_TEXT_LABEL_EXIST,gxt:char*,BOOL,"```
Checks if the passed gxt name exists in the game files.  
```"
HUD,0xBD12F8228410D9B4,END_TEXT_COMMAND_BUSYSPINNER_ON,busySpinnerType:int,void,"```
enum eBusySpinnerType
{
	BUSY_SPINNER_LEFT,
	BUSY_SPINNER_LEFT_2,
	BUSY_SPINNER_LEFT_3,
	BUSY_SPINNER_SAVE,
	BUSY_SPINNER_RIGHT,
};
```"
HUD,0xFCC75460ABA29378,END_TEXT_COMMAND_CLEAR_PRINT,,void,
HUD,0x238FFE5C7B0498A6,END_TEXT_COMMAND_DISPLAY_HELP,"shape:int, loop:BOOL, beep:BOOL, duration:int",void,
HUD,0xCD015E5BB0D96A57,END_TEXT_COMMAND_DISPLAY_TEXT,"x:float, y:float",void,"```
After applying the properties to the text (See UI::SET_TEXT_), this will draw the text in the applied position. Also 0.0f < x, y < 1.0f, percentage of the axis.  
```

```
NativeDB Added Parameter 3: int p2
```"
HUD,0x85F061DA64ED2F67,_END_TEXT_COMMAND_GET_WIDTH,p0:BOOL,float,"```
END_TEXT_COMMAND_*
In scripts font most of the time is passed as 1.
Use _BEGIN_TEXT_GET_COMMAND_GET_WIDTH
param is not font from what i've tested
```"
HUD,0xCFDBDF5AE59BA0F4,_END_TEXT_COMMAND_OBJECTIVE,p0:BOOL,void,
HUD,0x8A9BA1AB3E237613,END_TEXT_COMMAND_IS_MESSAGE_DISPLAYED,,BOOL,
HUD,0x10BDDBFC529428DD,END_TEXT_COMMAND_IS_THIS_HELP_MESSAGE_BEING_DISPLAYED,p0:int,BOOL,
HUD,0x9040DFB09BE75706,_END_TEXT_COMMAND_LINE_COUNT,"x:float, y:float",int,"```
END_TEXT_COMMAND_*
Determines how many lines the text string will use when drawn on screen.
Must use 0x521FB041D93DD0E4 for setting up
```"
HUD,0xA86911979638106F,END_TEXT_COMMAND_OVERRIDE_BUTTON_TEXT,buttonIndex:int,void,
HUD,0x9D77056A530643F6,END_TEXT_COMMAND_PRINT,"duration:int, drawImmediately:BOOL",void,"```
Draws the subtitle at middle center of the screen.  
int duration = time in milliseconds to show text on screen before disappearing  
drawImmediately = If true, the text will be drawn immediately, if false, the text will be drawn after the previous subtitle has finished  
Used to be known as _DRAW_SUBTITLE_TIMED  
```"
HUD,0xAA295B6F28BD587D,END_TEXT_COMMAND_THEFEED_POST_AWARD,"textureDict:char*, textureName:char*, rpBonus:int, colorOverlay:int, titleLabel:char*",int,"Shows an ""award"" notification above the minimap, lua example result:

![](https://i.imgur.com/e2DNaKX.png)

Old description:

```
Example:  
UI::_SET_NOTIFICATION_TEXT_ENTRY(""HUNT"");  
UI::_0xAA295B6F28BD587D(""Hunting"", ""Hunting_Gold_128"", 0, 109, ""HUD_MED_UNLKED"");  
```"
HUD,0xBC38B49BCB83BC9B,END_TEXT_COMMAND_SET_BLIP_NAME,blip:Blip,void,"Finalizes a text command started with [`BEGIN_TEXT_COMMAND_SET_BLIP_NAME`](#\_0xF9113A30DE5C6670), setting the name
of the specified blip."
HUD,0x97C9E4E7024A8F2C,END_TEXT_COMMAND_THEFEED_POST_CREWTAG,"crewTypeIsPrivate:BOOL, crewTagContainsRockstar:BOOL, crewTag:int*, rank:int, hasFounderStatus:BOOL, isImportant:BOOL, clanHandle:int, r:int, g:int, b:int",int,"```
This function and the one below it are for after you receive an invite, not sending it.  
p0 = 1 or 0  
nothin doin.   
int invite(Player player)  
	{  
int iVar2, iVar3;  
networkHandleMgr handle;  
NETWORK_HANDLE_FROM_PLAYER(player, &handle.netHandle, 13);  
networkClanMgr clan;  
char *playerName = GET_PLAYER_NAME(player);  
_SET_NOTIFICATION_TEXT_ENTRY(""STRING"");  
_SET_NOTIFACTION_COLOR_NEXT(0);  
ADD_TEXT_COMPONENT_SUBSTRING_PLAYER_NAME(playerName);  
if (NETWORK_CLAN_PLAYER_GET_DESC(&clan, 35, &handle.netHandle))  
{  
	iVar2 = 0;  
	if (ARE_STRINGS_EQUAL(clan.unk22, ""Leader"") && clan.unk30 == 0)  
	{  
iVar2 = 1;  
	}  
	if (clan.unk21 > 0)  
	{  
iVar3 = 0;  
	}  
	else  
	{  
iVar3 = 1;  
	}  
	BOOL unused = _0x54E79E9C(&clan.clanHandle, 35);  
	return _DRAW_NOTIFICATION_APARTMENT_INVITE(iVar3, 0 /*unused*/, &clan.unk17, clan.unk30, iVar2, 0, clan.clanHandle, 0, 0, 0);  
}  
	}  
```"
HUD,0x8EFCCF6EC66D85E4,END_TEXT_COMMAND_THEFEED_POST_CREW_RANKUP,"chTitle:char*, clanTxd:char*, clanTxn:char*, isImportant:BOOL, showSubtitle:BOOL",int,
HUD,0x137BC35589E34E1E,END_TEXT_COMMAND_THEFEED_POST_CREWTAG_WITH_GAME_NAME,"crewTypeIsPrivate:BOOL, crewTagContainsRockstar:BOOL, crewTag:int*, rank:int, isLeader:BOOL, isImportant:BOOL, clanHandle:int, gamerStr:char*, r:int, g:int, b:int",int,"```
p0 = 1 or 0  
crashes my game...  
this is for sending invites to network players - jobs/apartment/ect...   
return notification handle  
int invite(Player player)  
	{  
networkHandleMgr netHandle;  
networkClanMgr clan;  
char *playerName = GET_PLAYER_NAME(player);  
_SET_NOTIFICATION_TEXT_ENTRY(""STRING"");  
_SET_NOTIFACTION_COLOR_NEXT(1);  
ADD_TEXT_COMPONENT_SUBSTRING_PLAYER_NAME(playerName);  
NETWORK_HANDLE_FROM_PLAYER(player, &netHandle.netHandle, 13);  
if (NETWORK_CLAN_PLAYER_IS_ACTIVE(&netHandle.netHandle))  
{  
	NETWORK_CLAN_PLAYER_GET_DESC(&clan.clanHandle, 35, &netHandle.netHandle);  
	_DRAW_NOTIFICATION_CLAN_INVITE(0, _0x54E79E9C(&clan.clanHandle, 35), &clan.unk17, clan.isLeader, 0, 0, clan.clanHandle, playerName, 0, 0, 0);  
}  
	}  
```"
HUD,0x1E6611149DB3DB6B,END_TEXT_COMMAND_THEFEED_POST_MESSAGETEXT_TU,"picTxd:char*, picTxn:char*, flash:BOOL, iconType:int, nameStr:char*, subtitleStr:char*, duration:float",int,"NOTE: 'duration' is a multiplier, so 1.0 is normal, 2.0 is twice as long (very slow), and 0.5 is half as long.

Example, only occurrence in the scripts:

```
v_8 = UI::END_TEXT_COMMAND_THEFEED_POST_MESSAGETEXT_TU(""CHAR_SOCIAL_CLUB"", ""CHAR_SOCIAL_CLUB"", 0, 0, &v_9, """", a_5);
```

Example result:

![](https://i.imgur.com/YrN4Bcm.png)"
HUD,0x1CCD9A37359072CF,END_TEXT_COMMAND_THEFEED_POST_MESSAGETEXT,"textureDict:char*, textureName:char*, flash:BOOL, iconType:int, sender:char*, subject:char*",int,"Sets some extra options for a notification. It adds an image (or icon type) and sets a notification title (sender) and subtitle (subject).

Texture dictionary and texture name parameters are usually the same exact value.

Example result:

![](https://i.imgur.com/LviutDl.png)

Old description with list of possible icons and texture names:

```
List of picNames: pastebin.com/XdpJVbHz  
flash is a bool for fading in.  
iconTypes:  
1 : Chat Box  
2 : Email  
3 : Add Friend Request  
4 : Nothing  
5 : Nothing  
6 : Nothing  
7 : Right Jumping Arrow  
8 : RP Icon  
9 : $ Icon  
""sender"" is the very top header. This can be any old string.  
""subject"" is the header under the sender.  
```"
HUD,0xC6F580E4C94926AC,_END_TEXT_COMMAND_THEFEED_POST_MESSAGETEXT_GXT_ENTRY,"txdName:char*, textureName:char*, flash:BOOL, iconType:int, sender:char*, subject:char*",int,"This function can show pictures of every texture that can be requested by REQUEST_STREAMED_TEXTURE_DICT.
Needs more research.
Only one type of usage in the scripts:
HUD::\_C6F580E4C94926AC(""CHAR_ACTING_UP"", ""CHAR_ACTING_UP"", 0, 0, ""DI_FEED_CHAR"", a\_0);"
HUD,0x531B84E7DA981FB6,END_TEXT_COMMAND_THEFEED_POST_MESSAGETEXT_WITH_CREW_TAG_AND_ADDITIONAL_ICON,"picTxd:char*, picTxn:char*, flash:BOOL, iconType1:int, nameStr:char*, subtitleStr:char*, duration:float, crewPackedStr:char*, iconType2:int, textColor:int",int,"```
List of picNames: pastebin.com/XdpJVbHz  
flash is a bool for fading in.  
iconTypes:  
1 : Chat Box  
2 : Email  
3 : Add Friend Request  
4 : Nothing  
5 : Nothing  
6 : Nothing  
7 : Right Jumping Arrow  
8 : RP Icon  
9 : $ Icon  
""sender"" is the very top header. This can be any old string.  
""subject"" is the header under the sender.  
""duration"" is a multiplier, so 1.0 is normal, 2.0 is twice as long (very slow), and 0.5 is half as long.  
""clanTag"" shows a crew tag in the ""sender"" header, after the text. You need to use 3 underscores as padding. Maximum length of this field seems to be 7. (e.g. ""MK"" becomes ""___MK"", ""ACE"" becomes ""___ACE"", etc.)  
iconType2 is a mirror of iconType. It shows in the ""subject"" line, right under the original iconType.  
int IconNotification(char *text, char *text2, char *Subject)  
{  
	_SET_NOTIFICATION_TEXT_ENTRY(""STRING"");  
	ADD_TEXT_COMPONENT_SUBSTRING_PLAYER_NAME(text);  
	_SET_NOTIFICATION_MESSAGE_CLAN_TAG_2(""CHAR_SOCIAL_CLUB"", ""CHAR_SOCIAL_CLUB"", 1, 7, text2, Subject, 1.0f, ""__EXAMPLE"", 7);  
	return _DRAW_NOTIFICATION(1, 1);  
}  
```"
HUD,0x5CBF7BADE20DB93E,END_TEXT_COMMAND_THEFEED_POST_MESSAGETEXT_WITH_CREW_TAG,"picTxd:char*, picTxn:char*, flash:BOOL, iconType:int, nameStr:char*, subtitleStr:char*, duration:float, crewPackedStr:char*",int,"```
List of picNames pastebin.com/XdpJVbHz  
flash is a bool for fading in.  
iconTypes:  
1 : Chat Box  
2 : Email  
3 : Add Friend Request  
4 : Nothing  
5 : Nothing  
6 : Nothing  
7 : Right Jumping Arrow  
8 : RP Icon  
9 : $ Icon  
""sender"" is the very top header. This can be any old string.  
""subject"" is the header under the sender.  
""duration"" is a multiplier, so 1.0 is normal, 2.0 is twice as long (very slow), and 0.5 is half as long.  
""clanTag"" shows a crew tag in the ""sender"" header, after the text. You need to use 3 underscores as padding. Maximum length of this field seems to be 7. (e.g. ""MK"" becomes ""___MK"", ""ACE"" becomes ""___ACE"", etc.)  
```"
HUD,0xF020C96915705B3A,END_TEXT_COMMAND_THEFEED_POST_MPTICKER,"blink:BOOL, bHasTokens:BOOL",int,
HUD,0xD202B92CBF1D816F,_END_TEXT_COMMAND_THEFEED_POST_REPLAY_ICON,"eType:int, iIcon:int, sTitle:char*",int,"```
returns a notification handle, prints out a notification like below:  
type range: 0   
if you set type to 1, image goes from 0 - 39 - Xbox you can add text to  
example:   
UI::_0xD202B92CBF1D816F(1, 20, ""Who you trynna get crazy with, ese? Don't you know I'm LOCO?!"");  
```"
HUD,0xDD6CB2CCE7C2735C,_END_TEXT_COMMAND_THEFEED_POST_REPLAY_INPUT,"type:int, button:char*, text:char*",int,"```
returns a notification handle, prints out a notification like below:
type range: 0 - 2
if you set type to 1, button accepts ""~INPUT_SOMETHING~""
example:
HUD::_0xDD6CB2CCE7C2735C(1, ""~INPUT_TALK~"", ""Who you trynna get crazy with, ese? Don't you know I'm LOCO?!"");
- imgur.com/UPy0Ial
Examples from the scripts:
l_D1[1/*1*/]=HUD::_DD6CB2CCE7C2735C(1,""~INPUT_REPLAY_START_STOP_RECORDING~"","""");
l_D1[2/*1*/]=HUD::_DD6CB2CCE7C2735C(1,""~INPUT_SAVE_REPLAY_CLIP~"","""");
l_D1[1/*1*/]=HUD::_DD6CB2CCE7C2735C(1,""~INPUT_REPLAY_START_STOP_RECORDING~"","""");
l_D1[2/*1*/]=HUD::_DD6CB2CCE7C2735C(1,""~INPUT_REPLAY_START_STOP_RECORDING_SECONDARY~"","""");
```"
HUD,0x2B7E9A4EAAA93C89,END_TEXT_COMMAND_THEFEED_POST_STATS,"statTitle:char*, iconEnum:int, stepVal:BOOL, barValue:int, isImportant:BOOL, picTxd:char*, picTxn:char*",int,"[List of picture names](https://pastebin.com/XdpJVbHz)

Example result:

![](https://i.imgur.com/SdEZ22m.png)"
HUD,0x44FA03975424A0EE,END_TEXT_COMMAND_THEFEED_POST_TICKER_FORCED,"blink:BOOL, bHasTokens:BOOL",int,
HUD,0x2ED7843F8F801023,END_TEXT_COMMAND_THEFEED_POST_TICKER,"isImportant:BOOL, bHasTokens:BOOL",int,"Example output preview:

![](https://i.imgur.com/TJvqkYq.png)"
HUD,0x33EE12743CCD6343,END_TEXT_COMMAND_THEFEED_POST_UNLOCK,"chTitle:char*, iconType:int, chSubtitle:char*",Any,
HUD,0x378E809BF61EC840,END_TEXT_COMMAND_THEFEED_POST_TICKER_WITH_TOKENS,"isImportant:BOOL, bHasTokens:BOOL",int,
HUD,0xC8F3AAF93D0600BF,END_TEXT_COMMAND_THEFEED_POST_UNLOCK_TU,"chTitle:char*, iconType:int, chSubtitle:char*, isImportant:BOOL",Any,
HUD,0x7AE0589093A2E088,END_TEXT_COMMAND_THEFEED_POST_UNLOCK_TU_WITH_COLOR,"chTitle:char*, iconType:int, chSubtitle:char*, isImportant:BOOL, titleColor:int, p5:BOOL",Any,
HUD,0xCEF214315D276FD1,FLAG_PLAYER_CONTEXT_IN_TOURNAMENT,toggle:BOOL,void,
HUD,0x6B1DE27EE78E6A19,FLASH_MINIMAP_DISPLAY_WITH_COLOR,hudColorIndex:int,void,
HUD,0xB6871B0555B02996,END_TEXT_COMMAND_THEFEED_POST_VERSUS_TU,"ch1TXD:char*, ch1TXN:char*, val1:int, ch2TXD:char*, ch2TXN:char*, val2:int",int,"```
NativeDB Added Parameter 7: int hudColorIndex1
NativeDB Added Parameter 8: int hudColorIndex2
```"
HUD,0x02CFBA0C9E9275CE,FLASH_ABILITY_BAR,millisecondsToFlash:int,void,
HUD,0xEE4C0E6DBC6F2C6F,FORCE_CLOSE_REPORTUGC_MENU,,void,
HUD,0xF2DD778C22B15BDA,FLASH_MINIMAP_DISPLAY,,void,"```
adds a short flash to the Radar/Minimap  
Usage: UI.FLASH_MINIMAP_DISPLAY  
```"
HUD,0x8817605C2BA76200,_FORCE_CLOSE_TEXT_INPUT_BOX,,void,
HUD,0x7CD934010E115C2C,_GET_AI_BLIP_2,ped:Ped,Blip,
HUD,0xA18AFB39081B6A1F,FLASH_WANTED_DISPLAY,p0:BOOL,void,
HUD,0x56176892826A4FE8,_GET_AI_BLIP,ped:Ped,Blip,"```
Returns the current AI BLIP for the specified ped  
```"
HUD,0x1121BFA1A1A522A8,FORCE_SONAR_BLIPS_THIS_FRAME,,Any,"```
Doesn't actually return anything.
```"
HUD,0x970F608F0EE6C885,GET_BLIP_ALPHA,blip:Blip,int,
HUD,0xDF729E8D20CF7327,GET_BLIP_COLOUR,blip:Blip,int,
HUD,0xBC8DBDCA2436F7E8,GET_BLIP_FROM_ENTITY,entity:Entity,Blip,"```
Returns the Blip handle of given Entity.  
```"
HUD,0x586AFE3FF72D996E,GET_BLIP_COORDS,blip:Blip,Vector3,
HUD,0xFA7C7F0AADF25D09,GET_BLIP_INFO_ID_COORD,blip:Blip,Vector3,
HUD,0x729B5F1EFBC0AAEE,GET_BLIP_HUD_COLOUR,blip:Blip,int,
HUD,0x9B6786E4C03DD382,GET_BLIP_INFO_ID_PICKUP_INDEX,blip:Blip,Pickup,"```
This function is hard-coded to always return 0.  
```"
HUD,0x1E314167F701DC3B,GET_BLIP_INFO_ID_DISPLAY,blip:Blip,int,
HUD,0x003E92BA477F9D7F,_GET_BLIP_ROTATION,blip:Blip,int,"```
NativeDB Introduced: v2060
```"
HUD,0xBE9B0959FFD0779B,GET_BLIP_INFO_ID_TYPE,blip:Blip,int,"```
Returns a value based on what the blip is attached to
1 - Vehicle
2 - Ped
3 - Object
4 - Coord
5 - unk
6 - Pickup
7 - Radius
```"
HUD,0x4BA4E2553AFEDC2C,GET_BLIP_INFO_ID_ENTITY_INDEX,blip:Blip,Entity,
HUD,0x1FC877464A04FC4F,GET_BLIP_SPRITE,blip:Blip,int,"```
Blips Images + IDs:  
gtaxscripting.blogspot.com/2016/05/gta-v-blips-id-and-image.html  
```"
HUD,0x2309595AD6145265,GET_CURRENT_FRONTEND_MENU_VERSION,,Hash,"```
if (HUD::GET_CURRENT_FRONTEND_MENU_VERSION() == joaat(""fe_menu_version_empty_no_background""))
```"
HUD,0x01A358D9128B7A86,GET_CURRENT_WEBPAGE_ID,,int,
HUD,0x97D47996FC48CBAD,GET_CURRENT_WEBSITE_ID,,int,
HUD,0xD484BF71050CA1EE,_GET_CLOSEST_BLIP_OF_TYPE,blipSprite:int,Blip,"```
NativeDB Introduced: v1180
```"
HUD,0x52F0982D7FD156B6,GET_DEFAULT_SCRIPT_RENDERTARGET_RENDER_ID,,int,"```
This function is hard-coded to always return 1.  
```"
HUD,0x1BEDE233E6CD2A1F,GET_FIRST_BLIP_INFO_ID,blipSprite:int,Blip,
HUD,0x7C9C91AB74A0360F,GET_HUD_COLOUR,"hudColorIndex:int, r:int*, g:int*, b:int*, a:int*",void,"```
HUD colors and their values: pastebin.com/d9aHPbXN  
```"
